gml_id,fid,name,adresse,oeffnungszeiten,telefon,internet,osm_edit_url,api_features_url
apotheken_nrw.1308852479,"1308852479",Paracelsus-Apotheke,"Fersenbruch 17, Gelsenkirchen","Mo-Fr 08:00-13:00,15:00-18:30; We,Sa 08:00-13:00","-","-",https://www.openstreetmap.org/edit?node=308852479%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1308852479.html
apotheken_nrw.1308870960,"1308870960",Bären-Apotheke,"Bahnhofstraße 75, Gelsenkirchen","-","-","-",https://www.openstreetmap.org/edit?node=308870960%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1308870960.html
apotheken_nrw.1308872208,"1308872208",Hans-Sachs-Apotheke,"Ebertstraße 20, Gelsenkirchen","Mo-Fr 08:30-18:30; We 08:30-18:00; Sa 09:00-13:00",+49 209 23875,https://www.apotheken.de/club/45879/hans-sachs-apotheke/,https://www.openstreetmap.org/edit?node=308872208%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1308872208.html
apotheken_nrw.1308873300,"1308873300",Kronen-Apotheke,Bochumer Straße 3,"-","-","-",https://www.openstreetmap.org/edit?node=308873300%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1308873300.html
apotheken_nrw.1308900588,"1308900588",Zeppelin-Apotheke,"Frohnhauser Straße 266, Essen","Mo-Fr 08:30-18:30; Sa 08:30-13:30","-","-",https://www.openstreetmap.org/edit?node=308900588%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1308900588.html
apotheken_nrw.1308964650,"1308964650",Bahnhof-Apotheke,"Viktoriastraße 23, Minden",Mo-Sa 08:00-20:00,+49 571 31570,https://www.bahnhof-apotheke-minden.de/,https://www.openstreetmap.org/edit?node=308964650%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1308964650.html
apotheken_nrw.1309118852,"1309118852",Neue Schaffrather-Apotheke,Schaffrathstraße 77,"Mo-Fr 08:00-13:00,15:00-18:00; We 08:00-13:00; Sa 09:00-13:00","-","-",https://www.openstreetmap.org/edit?node=309118852%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1309118852.html
apotheken_nrw.1309135792,"1309135792",Deuzer-Apotheke,"Kälberhof 16, Netphen","Mo-Fr 08:00-19:00; Sa 08:00-13:00",+49 2737 3160,https://www.deuzer-apotheke-netphen.de/,https://www.openstreetmap.org/edit?node=309135792%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1309135792.html
apotheken_nrw.1309144159,"1309144159",St. Georg-Apotheke,"Freiligrathstraße 22, Bochum","Mo-Fr 08:30-13:00,15:00-18:30; We 08:30-13:00; Sa 09:00-13:00",+49 234 581235,"-",https://www.openstreetmap.org/edit?node=309144159%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1309144159.html
apotheken_nrw.1309529904,"1309529904",Hasselbach Apotheke,"In den Benten 10f, Detmold","Mo-Tu 08:30-13:00,15:00-18:30; We 08:30-13:00; Th 08:30-13:00,15:00-19:00; Fr 08:30-13:00,15:00-18:30; Sa 08:30-13:00",+49 5232 87836,https://www.hasselbach-apotheke.de/,https://www.openstreetmap.org/edit?node=309529904%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1309529904.html
apotheken_nrw.1309729263,"1309729263",Oranien Apotheke,"-","Mo-Fr 07:30-12:45,14:00-18:00; Sa 08:00-12:00",+49 271/8 32 17,https://www.apotheken.de/club/57078/oranien-apotheke/,https://www.openstreetmap.org/edit?node=309729263%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1309729263.html
apotheken_nrw.1309730925,"1309730925",Rathaus Apotheke,"-","Mo-Fr 08:00-18:15; Sa 08:00-12:30","-","-",https://www.openstreetmap.org/edit?node=309730925%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1309730925.html
apotheken_nrw.1309874411,"1309874411",Apotheke zur Rose,"-","-","-","-",https://www.openstreetmap.org/edit?node=309874411%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1309874411.html
apotheken_nrw.1309941409,"1309941409",Licht Apotheke,"-","Mo-Fr 08:30-18:30; Sa 08:30-13:30","-","-",https://www.openstreetmap.org/edit?node=309941409%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1309941409.html
apotheken_nrw.1309944373,"1309944373",Hummel-Apotheke,"Graurheindorfer Straße 102, Bonn","Mo-Fr 08:30-18:30; Sa 08:30-13:00",+49 228 672041,https://www.hummel-apotheke-bonn.de/,https://www.openstreetmap.org/edit?node=309944373%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1309944373.html
apotheken_nrw.1310108918,"1310108918",Markt-Apotheke,"-","Mo,Tu,Th,Fr 08:00-13:00,14:00-18:00; We 08:00-13:00; Sa 08:00-12:00",+49 271/890 94 94,https://www.huetten-apotheke-siegen.de/,https://www.openstreetmap.org/edit?node=310108918%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1310108918.html
apotheken_nrw.1310386322,"1310386322",Barbara-Apotheke,"Erftstraße 7, Düsseldorf","Mo-Fr 08:00-19:00; Sa 09:00-14:00; Su,PH off",+49 211 305916,"-",https://www.openstreetmap.org/edit?node=310386322%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1310386322.html
apotheken_nrw.1310482633,"1310482633",Sonnen-Apotheke,"-","Mo-Fr 08:00-18:30; Sa 08:00-12:30",+49 2734/73 32,https://www.sonnen-apotheke-freudenberg.de/,https://www.openstreetmap.org/edit?node=310482633%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1310482633.html
apotheken_nrw.1310482937,"1310482937",Bärenapotheke,"-","Mo-Fr 08:00-18:30; Sa 08:00-13:00",+49 27 34 48 91 77,https://www.baerenapotheke-freudenberg.de/,https://www.openstreetmap.org/edit?node=310482937%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1310482937.html
apotheken_nrw.1310798146,"1310798146",Bären-Apotheke,"-","Mo-Fr 08:00-13:00, 14:30-18:30; Sa 08:30-13:00",+49 2924 7437,"-",https://www.openstreetmap.org/edit?node=310798146%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1310798146.html
apotheken_nrw.1310817184,"1310817184",Wittekind-Apotheke,"Westfalendamm 268, Dortmund","Sa 09:00-13:00; Mo,Tu,Th 08:00-18:30; We,Fr 08:00-18:00",+49 231 59 72 53,"-",https://www.openstreetmap.org/edit?node=310817184%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1310817184.html
apotheken_nrw.1311112923,"1311112923",Homburgische Apotheke,"Hauptstraße 54, Nümbrecht","Mo-Fr 08:00-18:30; Sa 08:30-13:00",+49 2293 6723,https://www.homburgische-apotheke.de/,https://www.openstreetmap.org/edit?node=311112923%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1311112923.html
apotheken_nrw.1311528813,"1311528813",Paracelsus Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=311528813%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1311528813.html
apotheken_nrw.1312013040,"1312013040",Lambertus-Apotheke,"Lembecker Straße 3, Haltern am See","Mo,Th 08:00-13:00,14:30-18:30; Tu 08:00-13:00,14:30-20:00; We 08:00-13:00; Fr 08:00-18:30; Sa 08:30-13:00","-","-",https://www.openstreetmap.org/edit?node=312013040%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1312013040.html
apotheken_nrw.1312277651,"1312277651",Heide-Apotheke,"Neukirchener Straße 11, Neuss","-","-","-",https://www.openstreetmap.org/edit?node=312277651%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1312277651.html
apotheken_nrw.1312531830,"1312531830",Alme-Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=312531830%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1312531830.html
apotheken_nrw.1312531833,"1312531833",Westfalen-Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=312531833%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1312531833.html
apotheken_nrw.1312796017,"1312796017",Kirchviertel Apotheke,"Brenscheder Straße 50, Bochum","Mo-Fr 08:30-18:30; We,Sa 08:30-13:00",+49 234 76597,https://www.kirchviertel-apotheke.de/,https://www.openstreetmap.org/edit?node=312796017%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1312796017.html
apotheken_nrw.1312796018,"1312796018",Stern Apotheke,"Brenscheder Straße 47, Bochum","Mo-Fr 08:30-18:30; Sa 08:30-13:00",+49 234 73964,"-",https://www.openstreetmap.org/edit?node=312796018%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1312796018.html
apotheken_nrw.1312999154,"1312999154",Hirsch-Apotheke,"Limbecker Platz 4, Essen","Mo-Fr 08:30-19:00; Sa 09:00-18:00",+49 201/23 50 35,https://www.meine-hirsch-apotheke.de/,https://www.openstreetmap.org/edit?node=312999154%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1312999154.html
apotheken_nrw.1313082258,"1313082258",Herz-Apotheke,"Jägerstraße 3, Duisburg","Mo,Tu,Th,Fr 08:30-13:00,15:00-18:30; We 08:30-13:00; Sa 09:00-13:00",+49 2065 6 00 33,http://www.herz-apotheke.org/,https://www.openstreetmap.org/edit?node=313082258%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1313082258.html
apotheken_nrw.1313244315,"1313244315",Stifts-Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=313244315%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1313244315.html
apotheken_nrw.1313244689,"1313244689",Elseyer Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=313244689%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1313244689.html
apotheken_nrw.1313244704,"1313244704",Dorfplatz-Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=313244704%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1313244704.html
apotheken_nrw.1313244716,"1313244716",Alte Apotheke,"-","Mo,Tu,Th 08:00-12:30, Mo,Tu,Th,Fr 14:30-18:30; We,Fr 08:00-13:00; Sa 09:00-13:00","-","-",https://www.openstreetmap.org/edit?node=313244716%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1313244716.html
apotheken_nrw.1313244735,"1313244735",Schloß-Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=313244735%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1313244735.html
apotheken_nrw.1313688058,"1313688058",Hindenburg Apotheke,"Bergstraße 197, Oberhausen","Mo-Fr 08:00-19:00; Sa 08:00-13:30",+49 208 994290,http://hindenburg-apotheke-oberhausen.de/,https://www.openstreetmap.org/edit?node=313688058%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1313688058.html
apotheken_nrw.1313724116,"1313724116",Center-Apotheke,"Anton-Spilker-Straße 33, Steinheim","Mo-Fr 08:00-20:00; Sa 08:00-18:00",+49 5233 95253,https://center-apo-steinheim.de/home.html,https://www.openstreetmap.org/edit?node=313724116%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1313724116.html
apotheken_nrw.1313777625,"1313777625",Drachen Apotheke,"Issumer Straße 71, Geldern","Mo-Fr 08:30-18:30; Sa 08:30-13:00",+49 2831 6979,https://www.drachen-apotheke.de/,https://www.openstreetmap.org/edit?node=313777625%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1313777625.html
apotheken_nrw.1313777784,"1313777784",Barbara Aphotheke,"Annastraße 1, Geldern","Mo-Fr 08:00-18:30; Sa 08:30-13:00; Su,PH off","-","-",https://www.openstreetmap.org/edit?node=313777784%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1313777784.html
apotheken_nrw.1313800573,"1313800573",Iberg-Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=313800573%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1313800573.html
apotheken_nrw.1313924567,"1313924567",Ketteler Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=313924567%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1313924567.html
apotheken_nrw.1313924571,"1313924571",Marienapotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=313924571%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1313924571.html
apotheken_nrw.1314168821,"1314168821",Siegtal-Apotheke,"Hauptstraße 110, Siegburg","Mo-Fr 08:00-18:30; Sa 08:30-13:00","-","-",https://www.openstreetmap.org/edit?node=314168821%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1314168821.html
apotheken_nrw.1314661040,"1314661040",St. Georg-Apotheke,"Wiegbold 19-21, Ahaus","-",+49 2561 987290,"-",https://www.openstreetmap.org/edit?node=314661040%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1314661040.html
apotheken_nrw.1314672404,"1314672404",Apotheke am Sprödental,"Roonstraße 1, Krefeld","-",+49 2151 602172,https://www.apotheke-am-sproedental-app.de/,https://www.openstreetmap.org/edit?node=314672404%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1314672404.html
apotheken_nrw.1314685328,"1314685328",Schiller Apotheke,"Uerdinger Straße 278, Krefeld","-","-","-",https://www.openstreetmap.org/edit?node=314685328%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1314685328.html
apotheken_nrw.1314698322,"1314698322",Kuhtor-Apotheke,"Burgring 1, Kempen","Mo,Tu,Th,Fr 08:00-13:00,15:00-18:30; We 08:00-13:00; Sa 09:00-13:00",+49 2152 - 3497,https://www.kuhtor-apotheke.de/,https://www.openstreetmap.org/edit?node=314698322%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1314698322.html
apotheken_nrw.1315343603,"1315343603",Vital Apotheke,"Friedrich-Alfred-Straße 60, Duisburg","Mo-Fr 08:30-13:00,14:30-18:30; Sa 08:30-13:00",+49-2065-550620,http://www.vital-apotheke-duisburg.de/,https://www.openstreetmap.org/edit?node=315343603%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1315343603.html
apotheken_nrw.1315983131,"1315983131",Elch Apotheke,"Merscheider Straße 26, Solingen","Mo-Fr 08:30-13:00,15:00-18:30; Sa 08:30-13:00",+49 212 334925,https://www.elchapotheke.com/elchapotheke/,https://www.openstreetmap.org/edit?node=315983131%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1315983131.html
apotheken_nrw.1316139605,"1316139605",Dr. Coen,"Berliner Allee 22, Unna","-","-","-",https://www.openstreetmap.org/edit?node=316139605%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1316139605.html
apotheken_nrw.1316628960,"1316628960",Europa-Apotheke,"Oppelner Straße 128, Bonn","Mo-Fr 09:00-19:00; Sa 09:00-16:00",+49 228 662199,http://www.europa-apotheke-bonn.com/,https://www.openstreetmap.org/edit?node=316628960%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1316628960.html
apotheken_nrw.1316826473,"1316826473",Barbara Apotheke,"Geilenkirchener Straße 13, Übach-Palenberg","Mo-Fr 08:30-13:00,14:30-18:30; We,Sa 08:30-13:00",+49 2451 2158,https://www.barbara-apotheke-frelenberg.de/,https://www.openstreetmap.org/edit?node=316826473%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1316826473.html
apotheken_nrw.1317030779,"1317030779",Clemens-Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=317030779%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317030779.html
apotheken_nrw.1317031681,"1317031681",Mühlen-Apotheke,"Kölner Straße 570, Krefeld","Mo-Fr 08:00-18:30; Sa 09:00-13:00","-","-",https://www.openstreetmap.org/edit?node=317031681%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317031681.html
apotheken_nrw.1317038065,"1317038065",Nord Apotheke,"Ahornstraße 2, Krefeld","-",+49 2151 474504,"-",https://www.openstreetmap.org/edit?node=317038065%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317038065.html
apotheken_nrw.1317040701,"1317040701",Rathaus Apotheke,"Uerdinger Straße 590, Krefeld","-","-","-",https://www.openstreetmap.org/edit?node=317040701%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317040701.html
apotheken_nrw.1317167775,"1317167775",Nelken-Apotheke,"Bahnhofstraße 1, Blomberg","Mo-Fr 08:00-13:00,14:30-18:30; Sa 08:00-13:00","-","-",https://www.openstreetmap.org/edit?node=317167775%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317167775.html
apotheken_nrw.1317392435,"1317392435",Graben-Apotheke,"Grabenstraße 48, Eschweiler","Mo,Tu,Th 08:00-19:00; We,Fr 08:00-18:30; Sa 08:00-14:00",+49 2403 26940,http://www.graben-apotheke.com/wir.html,https://www.openstreetmap.org/edit?node=317392435%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317392435.html
apotheken_nrw.1317392443,"1317392443",Faust-Apotheke,"Grabenstraße 83, Eschweiler","Mo-Fr 08:30-18:30; Sa 08:30-14:00","-","-",https://www.openstreetmap.org/edit?node=317392443%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317392443.html
apotheken_nrw.1317392444,"1317392444",Kronen-Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=317392444%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317392444.html
apotheken_nrw.1317426746,"1317426746",Sonnenapotheke,"Teutoburger Straße 159, Oberhausen","Mo,Tu,Th,Fr 08:30-13:00,15:00-18:30; We, Sa 08:30-13:00",+49 208 600779,https://www.sonnenapo-oberhausen.de/,https://www.openstreetmap.org/edit?node=317426746%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317426746.html
apotheken_nrw.1317449530,"1317449530",Rosen Apotheke,"Ostwall 51, Krefeld","Mo-Fr 08:00-18:45; Sa 09:30-14:00; PH off","-",http://rosenapotheke.die-apotheke.com/,https://www.openstreetmap.org/edit?node=317449530%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317449530.html
apotheken_nrw.1317449694,"1317449694",Apotheke am Ponzelar,"Südwall 2-4, Krefeld","Mo-Fr 08:00-18:30; Sa 10:00-14:00","-","-",https://www.openstreetmap.org/edit?node=317449694%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317449694.html
apotheken_nrw.1317462618,"1317462618",Laurentius-Apotheke,"Roermonder Straße 319, Aachen","Mo-Fr 08:30-13:00,15:00-18:30; Sa 08:30-13:00",+49 241 12809,https://www.laurentius-apotheke-aachen.de/,https://www.openstreetmap.org/edit?node=317462618%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317462618.html
apotheken_nrw.1317462620,"1317462620",Park-Apotheke,"Roermonder Straße 326, Aachen","Mo-Fr 08:30-18:30; Sa 08:30-13:00",+49 241 17 46 46,https://www.park-apotheke-aachen.de/,https://www.openstreetmap.org/edit?node=317462620%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317462620.html
apotheken_nrw.1317630493,"1317630493",Einhorn-Apotheke,"-","Mo-Fr 08:00-19:00; Sa 09:00-14:00","-","-",https://www.openstreetmap.org/edit?node=317630493%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317630493.html
apotheken_nrw.1317641744,"1317641744",Bismarck-Apotheke,"Bismarckplatz 6, Krefeld","Mo-Fr 08:30-18:30; Sa 09:00-13:30","-","-",https://www.openstreetmap.org/edit?node=317641744%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317641744.html
apotheken_nrw.1317655434,"1317655434",Königshof-Apotheke,"-","Mo-Fr 08:30-13:00,14:30-18:30; Sa 08:30-13:00","-","-",https://www.openstreetmap.org/edit?node=317655434%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317655434.html
apotheken_nrw.1317852054,"1317852054",MAXMO Apotheke,Viersener Straße 50-52,"Mo-Fr 08:00-19:00; Sa 09:00-14:00",+49 2161 4060290,"-",https://www.openstreetmap.org/edit?node=317852054%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317852054.html
apotheken_nrw.1317938417,"1317938417",Ring-Apotheke,"-","-","-","-",https://www.openstreetmap.org/edit?node=317938417%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1317938417.html
apotheken_nrw.1318135260,"1318135260",Apotheke am Klösterchen,"Stapenhorststraße 34, Bielefeld",Mo-Fr 08:30-18:30,+49 521 4007370,https://www.apotheke-am-kloesterchen.de/,https://www.openstreetmap.org/edit?node=318135260%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1318135260.html
apotheken_nrw.1318380207,"1318380207",Albertus-Apotheke,"Kölnstraße 70, Bonn","Mo-Fr 08:30-19:00; Sa 09:00-14:00",+49 228 655044,https://www.albertus-apotheke-bonn.de/,https://www.openstreetmap.org/edit?node=318380207%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1318380207.html
apotheken_nrw.1319498284,"1319498284",Burg-Apotheke,"Südstraße 1, Neuss","-","-","-",https://www.openstreetmap.org/edit?node=319498284%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1319498284.html
apotheken_nrw.1319498306,"1319498306",Apotheke am Lessingplatz,"Lessingplatz 1, Neuss","Mo-Fr 08:30-13:30,15:00-18:30; Sa 08:30-13:00",+49 2137 2226,http://www.apotheke-am-lessingplatz.de/,https://www.openstreetmap.org/edit?node=319498306%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1319498306.html
apotheken_nrw.1320071681,"1320071681",Rathaus Apotheke,"-","-",+49 2739 3500,https://www.rathaus-apotheken.de/,https://www.openstreetmap.org/edit?node=320071681%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1320071681.html
apotheken_nrw.1320146935,"1320146935",Brückenapotheke,"-","Mo-Fr 08:00-18:30; Sa 08:00-13:00",+49 271 399091,http://www.bruecken-apotheke-wilnsdorf.de/,https://www.openstreetmap.org/edit?node=320146935%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1320146935.html
apotheken_nrw.1320600353,"1320600353",farma-plus,"Wirteltorplatz 9, Düren","Mo-Fr 08:00-18:30; Sa 08:30-16:00; Su off; PH off","+492421407830",https://farma-plus-dueren.de/,https://www.openstreetmap.org/edit?node=320600353%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1320600353.html
apotheken_nrw.1320694269,"1320694269",Niedertorapotheke,"Niederstraße 19, Neuss","Mo-Fr 09:00-18:30; Sa 09:00-16:00",+49 2131 276404,http://niedertorapotheke.de/,https://www.openstreetmap.org/edit?node=320694269%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1320694269.html
apotheken_nrw.1320946269,"1320946269",St. Johannis-Apotheke,"-","Mo-Fr 08:00-18:30; Sa 08:00-14:00","-","-",https://www.openstreetmap.org/edit?node=320946269%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1320946269.html
apotheken_nrw.1321618428,"1321618428",Ahorn Apotheke,"Druffels Weg 65, Coesfeld","-","-","-",https://www.openstreetmap.org/edit?node=321618428%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1321618428.html
apotheken_nrw.1321692461,"1321692461",Marien-Apotheke,"-","Mo, Tu, Th 08:00-19:00; We, Fr 08:00-18:30; Sa 08:30-14:00",+49 2472 80290,https://www.marienapotheke-monschau.de/,https://www.openstreetmap.org/edit?node=321692461%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1321692461.html
apotheken_nrw.1321713920,"1321713920",Donatus-Apotheke,"Mittelstraße 2, Bonn","Mo-Fr 08:30-13:00,14:30-18:30; Sa 08:30-13:00",+49 228 357777,"-",https://www.openstreetmap.org/edit?node=321713920%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1321713920.html
apotheken_nrw.1321766401,"1321766401",Hildegardis Apotheke,"-","Mo-Sa 08:30-13:00, Mo-Fr 15:00-18:30","-",https://www.hildegardis-apotheke-krefeld.de/,https://www.openstreetmap.org/edit?node=321766401%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1321766401.html
apotheken_nrw.1321810130,"1321810130",Herz-Apotheke,"-","Mo,Tu,Th,Fr 08:00-13:00,15:00-18:30; We,Sa 08:00-13:00",+49 2102/3 55 12,https://www.herzapotheke-ratingen.de/,https://www.openstreetmap.org/edit?node=321810130%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1321810130.html
apotheken_nrw.1321990039,"1321990039",Rathaus-Apotheke,"-","Mo-Fr 08:30-18:30; Sa 08:30-14:00","-","-",https://www.openstreetmap.org/edit?node=321990039%26editor=id,https://geo.kreis-viersen.de/ows/osm-daten/wfs3/collections/apotheken_nrw/items/1321990039.html
