FID,geom,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,building,building:levels,name,roof:shape,type,website,wikidata,osm_id,osm_type,editlink,tutoriallink,email,fax,phone,site,wheelchair,contact:website,isced:level,ref,school:de,source,source:position,addr:suburb,operator,contact:email,contact:facebook,contact:fax,contact:phone,toilets:wheelchair,note,old_name,old_website,operator:type,short_name,wikipedia,addr:place,religion,grades,landuse,alt_name,url,barrier,denomination,name:etymology:wikidata,building:roof,wikimedia_commons,leisure,sport,source:geometry,created_by,check_date,loc_name,fixme,name:etymology:wikipedia,start_date,postal_code,opening_hours,wheelchair:description,building:roof:colour,roof:levels,source:housenumber,description,heritage:website,historic,removed:phone,addr:housename,school,building:first_floor_high,building:waterproof_bulk,source:addr,height,source:address,building:colour,name:en,gesamtschule,surface,construction,fee,operator:website,contact:instagram,internet_access,roof:colour,school:gender,designation,orientierungsstufe,wikipedia:de,building:energy_standard,comment,min_age,polling_station,shelter,access,access:conditional,layer,ele,building:part,name:de,name:lt,level,last_check,office,tennant,sub_ref
OSM_MRN_amenity_school_4326_Point.182,POINT (8.60735456521739 49.6852278304348),Bensheim,DE,43,64625,Eifelstraße,school,,,Geschwister-Scholl-Schule,,,https://www.gss-bensheim.de/,Q1518069,116004857,way,https://www.openstreetmap.org/way/116004857,https://learnosm.org/de/beginner/,,,,,yes,,2A,6053,Gesamtschule,bs-hessen,osm,,,,,,,,,,,,GSS,https://de.wikipedia.org/wiki/Geschwister-Scholl-Schule_(Bensheim),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.183,POINT (8.607475025 49.6863137875),,,,,,school,,,Grundschule in den Kappesgärten,,,,,116004861,way,https://www.openstreetmap.org/way/116004861,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.184,POINT (7.9951124600000005 49.09680412399999),Bad Bergzabern,,24,76887,Lessingstraße,school,school,4,Alfred-Grosser-Gymnasium Bad Bergzabern,,,http://www.schulebza.de/gymnasium,Q15111991,117106987,way,https://www.openstreetmap.org/way/117106987,https://learnosm.org/de/beginner/,,,+49634393440,,,,,51141,Gymnasium,,,,Landkreis Südliche Weinstraße,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.185,POINT (7.996504976470588 49.09683319411765),Bad Bergzabern,,38,76887,Lessingstraße,school,school,,Böhämmer Grundschule Bad Bergzabern,,,,,117106989,way,https://www.openstreetmap.org/way/117106989,https://learnosm.org/de/beginner/,,,+496343989620,,,,1,11979,Grundschule,,,,Verbandsgemeinde Bad Bergzabern,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.186,POINT (7.99839835 49.097056859999995),Bad Bergzabern,,18,76887,Pestalozzistraße,school,school,,Realschule Plus mit Fachoberschule Bad Bergzabern,,,https://schulebza.de/rsplus/,,117107878,way,https://www.openstreetmap.org/way/117107878,https://learnosm.org/de/beginner/,,,+49634398900,,,,2;3,40998,Realschule Plus mit Fachoberschule,,,,Landkreis Südliche Weinstraße,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.187,POINT (8.82110465882353 49.31846043529411),Meckesheim,,19,74909,Schulstraße,school,,,Karl-Bühler-Schule Meckesheim,,,https://www.kbs-meckesheim.de,,117361698,way,https://www.openstreetmap.org/way/117361698,https://learnosm.org/de/beginner/,,,,,no,,,,,survey,,,,,,,,,,,,,KBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.188,POINT (9.199613553846152 49.53293974615384),Mudau,DE,7,69427,Franz-Bingler-Straße,school,yes,,Grund- und Hauptschule,,,,,117375034,way,https://www.openstreetmap.org/way/117375034,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.189,POINT (8.304401325 49.4392979),Schauernheim,,16,67125,Schulstraße,school,,,Grundschule Schauernheim,,,,,117527938,way,https://www.openstreetmap.org/way/117527938,https://learnosm.org/de/beginner/,,,,,no,https://gs-kurpfalzschule.de/,1,,,,,,,info@gs-kurpfalzschule.de,,+49 6231 9418410,+49 6231 4633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.190,POINT (8.310454422222223 49.42649944444444),,,,67125,Kurpfalzstraße,school,,,Kurpfalzschule,,,,,118231734,way,https://www.openstreetmap.org/way/118231734,https://learnosm.org/de/beginner/,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.191,POINT (9.074718321428572 49.46143022142856),Waldbrunn,,7,69429,Zu den Kuranlagen,school,yes,,Winterhauch Schule,,,,,120462881,way,https://www.openstreetmap.org/way/120462881,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.192,POINT (9.15307272 49.431109760000005),Fahrenbach,,30,74864,Bahnhofstraße,school,yes,,Grundschule,,,,,122191731,way,https://www.openstreetmap.org/way/122191731,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.193,POINT (8.569528327272726 49.65563138181817),Lorsch,,27,64653,Justus-Liebig-Straße,school,,,Wingertsbergschule,,,,Q116514405,122303673,way,https://www.openstreetmap.org/way/122303673,https://learnosm.org/de/beginner/,,,,,no,,1,4229,Grundschule,bs-hessen,osm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.194,POINT (8.793647842857144 49.39305178928572),,,16,,Banngartenstraße,school,,,Grundschule Neckargemünd,,,https://www.gs-neckargemuend.de/,,124114162,way,https://www.openstreetmap.org/way/124114162,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.195,POINT (8.445503552941174 49.47455130588235),,,,,,school,,,Wittelsbachschule,,,https://www.gs-wittelsbachschule.de/,,124269529,way,https://www.openstreetmap.org/way/124269529,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.196,POINT (8.785389695238095 49.39195477142857),,,,,,school,,,Luise von Baden,,,https://www.sbbz-luise.de,,124283434,way,https://www.openstreetmap.org/way/124283434,https://learnosm.org/de/beginner/,,,,,,,,,,,,,Land Baden-Württemberg,,,,,,,Staatliche Gehörlosenschule,,,,,,,,,SBBZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.197,POINT (8.778608490909091 49.35506027272727),Bammental,DE,2,69245,Herbert-Echner-Platz,school,yes,,Gymnasium Bammental,,,http://www.gymnasium-bammental.de,,125434222,way,https://www.openstreetmap.org/way/125434222,https://learnosm.org/de/beginner/,,+49 6223 952111,+49 6223 95210,,yes,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.198,POINT (8.777652791666666 49.35516842916669),Bammental,DE,1,69245,Herbert-Echner-Platz,school,yes,,Elsenztalschule,,,http://www.elsenztalschule-bammental.de,,125434288,way,https://www.openstreetmap.org/way/125434288,https://learnosm.org/de/beginner/,,+49 6223 952390,+49 6223 95230,,yes,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.199,POINT (8.841870617241378 49.38947291379312),Neckargemünd,DE,13,69151,Jakob-Bernhard-Straße,school,yes,,Grundschule Dilsberg-Mückenloch,,,,,126247076,way,https://www.openstreetmap.org/way/126247076,https://learnosm.org/de/beginner/,,,,,,,,,,HiRes aerial imagery,,Dilsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.200,POINT (9.128371150000001 49.347819224999995),Mosbach,DE,2,74821,Jean-de-la-Fontaine-Straße,school,school,,Pestalozzi-Realschule Mosbach,,,https://www.prs-mosbach.de/,,127728004,way,https://www.openstreetmap.org/way/127728004,https://learnosm.org/de/beginner/,,,+49 6261 122 50,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing 2012,,,,,,,,,,,,,,,,,,,,,"LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.201,POINT (8.482062068181817 49.47971517272728),,,5 - 7,68165,Karl-Ludwig-Straße,school,yes,,Pestalozzischule,,,,,129373853,way,https://www.openstreetmap.org/way/129373853,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.202,POINT (8.122705891666667 49.350113266666675),Neustadt an der Weinstraße,,103,67434,Karolinenstraße,school,,,Leibniz-Gymnasium,,,https://www.lg-nw.de/,Q1308987,129645825,way,https://www.openstreetmap.org/way/129645825,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,https://de.wikipedia.org/wiki/Leibniz-Gymnasium_(Neustadt an der Weinstraße),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.203,POINT (8.460620956249999 49.48838323125),Mannheim,,1,68159,,school,yes,,Friedrich-List-Schule,,,https://www.fls-mannheim.de/,,129946510,way,https://www.openstreetmap.org/way/129946510,https://learnosm.org/de/beginner/,,,,,yes,,,,,"LGL, www.lgl-bw.de",,,,,,,,,,,,,,,C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.204,POINT (8.46641005 49.49346306666666),,,,,,school,,,Johannes-Kepler-Schule,,,,,130302894,way,https://www.openstreetmap.org/way/130302894,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.205,POINT (8.542814318181819 49.51123756363638),Mannheim,,,68309,Dresdener Straße,school,,,Heinrich-Lanz-Schule I,,,,,131230839,way,https://www.openstreetmap.org/way/131230839,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,Grundschule I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.206,POINT (8.47391305 49.50642178333334),,,,,,school,,,Schweißtechnische Lehr- und Versuchsanstalt Mannheim,,,,,131758694,way,https://www.openstreetmap.org/way/131758694,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.207,POINT (8.665840099999999 49.52050726),Weinheim,DE,19,69469,Kaiserstraße,school,,,Sepp-Herberger-Grundschule,,,http://www.sepp-herberger-gs.de/,,133297644,way,https://www.openstreetmap.org/way/133297644,https://learnosm.org/de/beginner/,,,+49-6201-52616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.208,POINT (8.6976032 49.29645922500001),,,18,69168,Gerbersruhstraße,school,,,Gerbersruhschule,,,,,134009818,way,https://www.openstreetmap.org/way/134009818,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.209,POINT (9.392547178125 49.4093271),,,,,,school,,,Eckenberg-Gymnasium,,,,Q111550191,135176667,way,https://www.openstreetmap.org/way/135176667,https://learnosm.org/de/beginner/,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.210,POINT (9.393749876923076 49.40829915384616),,,,,,school,,,Grund- und Hauptschule,,,,Q113028236,135176668,way,https://www.openstreetmap.org/way/135176668,https://learnosm.org/de/beginner/,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.211,POINT (9.416389595454548 49.43197151818181),,,,,,school,,,Realschule Osterburken,,,https://www.realschule-osterburken.de/,,135266901,way,https://www.openstreetmap.org/way/135266901,https://learnosm.org/de/beginner/,,,+49 6291 647619,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.212,POINT (8.986896071428571 49.460575657142854),Eberbach,DE,1,69412,Weidenstraße,school,first_level_height,,Dr. Weiß Schule,,,,,135319518,way,https://www.openstreetmap.org/way/135319518,https://learnosm.org/de/beginner/,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.213,POINT (9.43231376888889 49.43066816444444),Osterburken,,15,74706,Galgensteige,school,,,Schule am Limes Grund- und Werkrealschule Osterburken,,,https://www.schule-am-limes-osterburken.de/,,135511029,way,https://www.openstreetmap.org/way/135511029,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.214,POINT (9.002410908333335 49.34760555),Aglasterhausen,,4,74858,Gebrüder-Grimm-Straße,school,yes,,Gebrüder-Grimm-Schule,pitched,,,,135863508,way,https://www.openstreetmap.org/way/135863508,https://learnosm.org/de/beginner/,,,,,limited,,,,,,,Daudenzell,,,,,,,,,,,,,,,,,,,,,,pitched,,,,,,,,,,,,,,,,,,,,,,,,,,5,"LGL-BW, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.215,POINT (8.54593184 49.314193800000005),Hockenheim,,2,68766,Arndtstraße,school,school,,Schule am Kraichbach,,,https://www.schuleamkraichbach.de,,136079954,way,https://www.openstreetmap.org/way/136079954,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,Stadt Hockenheim,,,,,,,Gustav-Lesemann-Schule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.216,POINT (8.560231014285716 49.31906367142857),,,,,,school,,,Hubäcker-Schule,,,,,136083958,way,https://www.openstreetmap.org/way/136083958,https://learnosm.org/de/beginner/,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.217,POINT (8.550020442857141 49.319265492857134),,,,,,school,,,Pestalozzischule,,,,,136083959,way,https://www.openstreetmap.org/way/136083959,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.218,POINT (8.248794466666668 49.35913869999999),,,,,,school,,,Ernst-Reuter-Schule,,,,,138293746,way,https://www.openstreetmap.org/way/138293746,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,Grundschule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.219,POINT (8.704802042857144 49.376614080952386),,,,,,school,,,Waldparkschule,,,,Q34417964,139858173,way,https://www.openstreetmap.org/way/139858173,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.220,POINT (8.0778123 49.210301216666664),,,,,,school,yes,,Grundschule Godramstein,,,,,140515826,way,https://www.openstreetmap.org/way/140515826,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.221,POINT (8.4691907 49.4891467),Mannheim,,2,,,school,school,4,Mozartschule,flat,,https://www.mozartschule-mannheim.de/,,142038586,way,https://www.openstreetmap.org/way/142038586,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,#F5ECCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.222,POINT (8.129414416000001 49.28579551200001),Edenkoben,,132,67480,Weinstraße,school,school,,Grundschule Edenkoben,,,http://www.gs-edenkoben.de,,142165476,way,https://www.openstreetmap.org/way/142165476,https://learnosm.org/de/beginner/,,,+4963239435-19,,,,1,13048,Grundschule,HiRes aerial imagery,,,Verbandsgemeinde Edenkoben,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.223,POINT (8.541399662500002 49.5131376875),Mannheim,,95,68309,Eisenacher Weg,school,,,Vogelstangschule,,,https://www.vogelstangschule.de/,,142322363,way,https://www.openstreetmap.org/way/142322363,https://learnosm.org/de/beginner/,,,+49 621 293 8255,,limited,,,,,,,,Stadt Mannheim,,,,,,,,,,,,,,,,Vogelstang Grundschule,,,,,,,,,,,,,,,,,,,,,,Gebundene Ganztagsgrundschule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.224,POINT (8.495041283333334 49.56542731666667),Mannheim,,30,68307,Alter Frankfurter Weg,school,,,Eugen-Neter-Schule,,,https://eugenneterschule.wordpress.com/,,142773011,way,https://www.openstreetmap.org/way/142773011,https://learnosm.org/de/beginner/,,,+49 621 777780,,,,,,,,,,,,,,,,,Kinderheim Heinrich Lanz,,,ENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.225,POINT (8.539209685 49.50687665000001),Mannheim,,62,68309,Mecklenburger Straße,school,,,Geschwister-Scholl-Gymnasium,,,http://www.gsg-mannheim.de/,,143457495,way,https://www.openstreetmap.org/way/143457495,https://learnosm.org/de/beginner/,,,+49 621 701027,,no,,,,,,,,,,,,,,,,,,GSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschwister Scholl Secondary High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.226,POINT (8.194829273333333 49.40525979333333),Deidesheim,,1,67146,Bürgermeister-Oberhettinger-Straße,school,school,,Integrierte Gesamtschule Deidesheim/Wachenheim,,,https://www.igs-deiwa.de/,,144079739,way,https://www.openstreetmap.org/way/144079739,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.227,POINT (8.4805528625 49.493704362500004),Mannheim,DE,10,68167,Hermann-Heimerich-Ufer,school,,,Heinrich-Lanz-Schule,,,http://www.hls1.de,,144209990,way,https://www.openstreetmap.org/way/144209990,https://learnosm.org/de/beginner/,,,+49-621-29314-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.228,POINT (8.342260483333334 49.63501538333333),,,2,,Röderstraße,school,,,Westend-Realschule plus,,,,,144272676,way,https://www.openstreetmap.org/way/144272676,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,2023-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.229,POINT (8.56819342 49.704730999999995),Bensheim,DE,8,64625,Im Ebertswinkel,school,,,Carl-Orff-Schule Fehlheim,,,,,146662718,way,https://www.openstreetmap.org/way/146662718,https://learnosm.org/de/beginner/,,,,,,http://www.carl-orff-schule-fehlheim.de,1,3379,Grundschule,bs-hessen,osm,,,info@carl-orff-schule-fehlheim.de,,+49 6251 703456,+49 6251 72149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.230,POINT (8.487591100000001 49.45471245555556),,,,,,school,yes,,Johann-Sebastian-Bach-Gymnasium,,,,,146770538,way,https://www.openstreetmap.org/way/146770538,https://learnosm.org/de/beginner/,,,,,limited,,,,,,,,,,,,,yes,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.231,POINT (8.488602022222222 49.454547633333334),Mannheim,DE,2a,68199,Schulstraße,school,,,Johann-Sebastian-Bach-Gymnasium,,,,,146773170,way,https://www.openstreetmap.org/way/146773170,https://learnosm.org/de/beginner/,,,,,yes,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.232,POINT (8.489600333333334 49.45435511111111),Mannheim,DE,25a,68199,Luisenstraße,school,yes,,Johann Sebastian Bach Gymnasium - Haus der Naturwissenschaften,,,https://www.bachgymnasium.de/,,146903624,way,https://www.openstreetmap.org/way/146903624,https://learnosm.org/de/beginner/,info@bachgymnasium.de,,+49 621 844 76 10,,no,,,,,,,,,,,,,no,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,Mo-Th 07:30-15:30; Fr 07:30-13:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.233,POINT (8.484983663157893 49.45622336578947),Mannheim,DE,72-76,68199,Luisenstraße,school,yes,,Schillerschule mit Werkrealschule,,,,,146909324,way,https://www.openstreetmap.org/way/146909324,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.234,POINT (8.48199468181818 49.47962207272727),,,,,,school,,,Pestalozzischule,,,,,148665878,way,https://www.openstreetmap.org/way/148665878,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.235,POINT (8.35969682857143 49.532452267857146),,,,,,school,,,Albert-Einstein-Gymnasium,,,,Q1493171,149172572,way,https://www.openstreetmap.org/way/149172572,https://learnosm.org/de/beginner/,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.236,POINT (8.2087065 49.1419444586207),Herxheim,,11,76863,Südring,school,,,PAMINA-Schulzentrum Herxheim,,,https://www.pamina-schulzentrum.de,,149176273,way,https://www.openstreetmap.org/way/149176273,https://learnosm.org/de/beginner/,,,+4972769710,,,,2;3,,Gesamtschule,,,,Landkreis Südliche Weinstraße,,,,,,,,,public,,,,,,,Kooperative Gesamtschule PAMINA-Schulzentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kooperativ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM_MRN_amenity_school_4326_Point.237,POINT (8.47970065483871 49.48550000645161),,,,,,school,,,Tulla-Realschule,,,,,149758121,way,https://www.openstreetmap.org/way/149758121,https://learnosm.org/de/beginner/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
